2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.
2020-06-10 17:10:06.112 The 4579-th variable: name is mechanics.r3.frame_b.r_0[1], valueReference is 1522, valueType is 1, valueInit is -0.452336407407247, causality is 8.

2020-06-10 17:10:06.112 The 4580-th variable: name is mechanics.b3.frameTranslation.frame_a.R.w[3], valueReference is 1585, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.113 The 4581-th variable: name is mechanics.r3.frame_b.R.w[3], valueReference is 1585, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.113 The 4582-th variable: name is mechanics.b3.frame_a.R.w[3], valueReference is 1585, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.114 The 4583-th variable: name is mechanics.b3.frameTranslation.frame_a.R.w[2], valueReference is 1584, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.114 The 4584-th variable: name is mechanics.r3.frame_b.R.w[2], valueReference is 1584, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.114 The 4585-th variable: name is mechanics.b3.frame_a.R.w[2], valueReference is 1584, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.115 The 4586-th variable: name is mechanics.b3.frameTranslation.frame_a.R.w[1], valueReference is 1583, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.115 The 4587-th variable: name is mechanics.r3.frame_b.R.w[1], valueReference is 1583, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.116 The 4588-th variable: name is mechanics.b3.frame_a.R.w[1], valueReference is 1583, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.116 The 4589-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.117 The 4590-th variable: name is mechanics.b3.body.frame_a.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.117 The 4591-th variable: name is mechanics.b3.frame_a.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.117 The 4592-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.118 The 4593-th variable: name is mechanics.b3.body.frame_a.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.118 The 4594-th variable: name is mechanics.b3.frame_a.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.119 The 4595-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.119 The 4596-th variable: name is mechanics.b3.body.frame_a.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.120 The 4597-th variable: name is mechanics.b3.frame_a.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.120 The 4598-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.121 The 4599-th variable: name is mechanics.b3.body.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.121 The 4600-th variable: name is mechanics.b3.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.122 The 4601-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.122 The 4602-th variable: name is mechanics.b3.body.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.122 The 4603-th variable: name is mechanics.b3.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.123 The 4604-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.123 The 4605-th variable: name is mechanics.b3.body.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.124 The 4606-th variable: name is mechanics.b3.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.124 The 4607-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.125 The 4608-th variable: name is mechanics.b3.body.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.125 The 4609-th variable: name is mechanics.b3.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.126 The 4610-th variable: name is mechanics.b3.frameTranslation.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.127 The 4611-th variable: name is mechanics.b3.body.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.128 The 4612-th variable: name is mechanics.b3.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.129 The 4613-th variable: name is mechanics.b2.frameTranslation.frame_b.r_0[3], valueReference is 1524, valueType is 1, valueInit is 0.2611565465808424, causality is 8.

2020-06-10 17:10:06.130 The 4614-th variable: name is mechanics.b2.frame_b.r_0[3], valueReference is 1524, valueType is 1, valueInit is 0.2611565465808424, causality is 8.

2020-06-10 17:10:06.131 The 4615-th variable: name is mechanics.b2.frameTranslation.frame_b.r_0[2], valueReference is 1523, valueType is 1, valueInit is 1.285800203510841, causality is 8.

2020-06-10 17:10:06.132 The 4616-th variable: name is mechanics.b2.frame_b.r_0[2], valueReference is 1523, valueType is 1, valueInit is 1.285800203510841, causality is 8.

2020-06-10 17:10:06.133 The 4617-th variable: name is mechanics.b2.frameTranslation.frame_b.r_0[1], valueReference is 1522, valueType is 1, valueInit is -0.452336407407247, causality is 8.

2020-06-10 17:10:06.134 The 4618-th variable: name is mechanics.b2.frame_b.r_0[1], valueReference is 1522, valueType is 1, valueInit is -0.452336407407247, causality is 8.

2020-06-10 17:10:06.135 The 4619-th variable: name is mechanics.b2.frame_b.R.w[3], valueReference is 1377, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.136 The 4620-th variable: name is mechanics.b2.frame_b.R.w[2], valueReference is 1376, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.136 The 4621-th variable: name is mechanics.b2.frame_b.R.w[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.137 The 4622-th variable: name is mechanics.b2.frame_b.R.T[3, 3], valueReference is 231, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.138 The 4623-th variable: name is mechanics.b2.frame_b.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.139 The 4624-th variable: name is mechanics.b2.frame_b.R.T[3, 1], valueReference is 230, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.140 The 4625-th variable: name is mechanics.b2.frame_b.R.T[2, 3], valueReference is 229, valueType is 1, valueInit is 0.1710100716628344, causality is 8.

2020-06-10 17:10:06.141 The 4626-th variable: name is mechanics.b2.frame_b.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:06.142 The 4627-th variable: name is mechanics.b2.frame_b.R.T[2, 1], valueReference is 228, valueType is 1, valueInit is -0.2961981327260238, causality is 8.

2020-06-10 17:10:06.143 The 4628-th variable: name is mechanics.b2.frame_b.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.144 The 4629-th variable: name is mechanics.b2.frame_b.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.145 The 4630-th variable: name is mechanics.b2.frameTranslation.frame_a.r_0[3], valueReference is 1316, valueType is 1, valueInit is 0.15, causality is 8.

2020-06-10 17:10:06.146 The 4631-th variable: name is mechanics.r2.frame_b.r_0[3], valueReference is 1316, valueType is 1, valueInit is 0.15, causality is 8.

2020-06-10 17:10:06.147 The 4632-th variable: name is mechanics.b2.frameTranslation.frame_a.r_0[1], valueReference is 1314, valueType is 1, valueInit is -0.2598076211353316, causality is 8.

2020-06-10 17:10:06.148 The 4633-th variable: name is mechanics.r2.frame_b.r_0[1], valueReference is 1314, valueType is 1, valueInit is -0.2598076211353316, causality is 8.

2020-06-10 17:10:06.149 The 4634-th variable: name is mechanics.b2.frameTranslation.frame_a.R.w[3], valueReference is 1377, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.150 The 4635-th variable: name is mechanics.r2.frame_b.R.w[3], valueReference is 1377, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.150 The 4636-th variable: name is mechanics.b2.frame_a.R.w[3], valueReference is 1377, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.151 The 4637-th variable: name is mechanics.b2.frameTranslation.frame_a.R.w[2], valueReference is 1376, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.152 The 4638-th variable: name is mechanics.r2.frame_b.R.w[2], valueReference is 1376, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.153 The 4639-th variable: name is mechanics.b2.frame_a.R.w[2], valueReference is 1376, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.154 The 4640-th variable: name is mechanics.b2.frameTranslation.frame_a.R.w[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.155 The 4641-th variable: name is mechanics.r2.frame_b.R.w[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.156 The 4642-th variable: name is mechanics.b2.frame_a.R.w[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.156 The 4643-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[3, 3], valueReference is 231, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.157 The 4644-th variable: name is mechanics.b2.body.frame_a.R.T[3, 3], valueReference is 231, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.157 The 4645-th variable: name is mechanics.b2.frame_a.R.T[3, 3], valueReference is 231, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.158 The 4646-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.158 The 4647-th variable: name is mechanics.b2.body.frame_a.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.159 The 4648-th variable: name is mechanics.b2.frame_a.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.159 The 4649-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[3, 1], valueReference is 230, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.160 The 4650-th variable: name is mechanics.b2.body.frame_a.R.T[3, 1], valueReference is 230, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.160 The 4651-th variable: name is mechanics.b2.frame_a.R.T[3, 1], valueReference is 230, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.161 The 4652-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[2, 3], valueReference is 229, valueType is 1, valueInit is 0.1710100716628344, causality is 8.

2020-06-10 17:10:06.162 The 4653-th variable: name is mechanics.b2.body.frame_a.R.T[2, 3], valueReference is 229, valueType is 1, valueInit is 0.1710100716628344, causality is 8.

2020-06-10 17:10:06.162 The 4654-th variable: name is mechanics.b2.frame_a.R.T[2, 3], valueReference is 229, valueType is 1, valueInit is 0.1710100716628344, causality is 8.

2020-06-10 17:10:06.163 The 4655-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:06.163 The 4656-th variable: name is mechanics.b2.body.frame_a.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:06.164 The 4657-th variable: name is mechanics.b2.frame_a.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:06.164 The 4658-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[2, 1], valueReference is 228, valueType is 1, valueInit is -0.2961981327260238, causality is 8.

2020-06-10 17:10:06.165 The 4659-th variable: name is mechanics.b2.body.frame_a.R.T[2, 1], valueReference is 228, valueType is 1, valueInit is -0.2961981327260238, causality is 8.

2020-06-10 17:10:06.165 The 4660-th variable: name is mechanics.b2.frame_a.R.T[2, 1], valueReference is 228, valueType is 1, valueInit is -0.2961981327260238, causality is 8.

2020-06-10 17:10:06.166 The 4661-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.167 The 4662-th variable: name is mechanics.b2.body.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.167 The 4663-th variable: name is mechanics.b2.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.168 The 4664-th variable: name is mechanics.b2.frameTranslation.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.168 The 4665-th variable: name is mechanics.b2.body.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.169 The 4666-th variable: name is mechanics.b2.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.169 The 4667-th variable: name is mechanics.b1.frameTranslation.frame_a.R.w[2], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.170 The 4668-th variable: name is mechanics.r1.frame_b.R.w[2], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.170 The 4669-th variable: name is mechanics.b1.frame_a.R.w[2], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.171 The 4670-th variable: name is mechanics.b1.frameTranslation.frame_a.R.T[3, 3], valueReference is 131, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.171 The 4671-th variable: name is mechanics.b1.body.frame_a.R.T[3, 3], valueReference is 131, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.172 The 4672-th variable: name is mechanics.b1.frame_a.R.T[3, 3], valueReference is 131, valueType is 1, valueInit is 0.5000000000000001, causality is 8.
